1	 1:25	 2:0	 3:226802	 4:2	 5:7	 6:2	 7:7	 8:1	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:39	 2:0	 3:118429	 4:1	 5:10	 6:1	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:26	 2:0	 3:31208	 4:10	 5:14	 6:2	 7:4	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:33	 2:0	 3:281384	 4:3	 5:9	 6:2	 7:7	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:47	 2:4	 3:171807	 4:3	 5:9	 6:1	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:109912	 4:0	 5:13	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:2	 3:445382	 4:5	 5:12	 6:0	 7:1	 8:2	 9:0	 10:1	 11:15024	 12:0	 13:60	 14:0
1	 1:19	 2:0	 3:105460	 4:1	 5:10	 6:2	 7:2	 8:1	 9:0	 10:1	 11:0	 12:0	 13:20	 14:0
1	 1:46	 2:0	 3:170338	 4:3	 5:9	 6:3	 7:10	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:43	 2:0	 3:102606	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:48	 14:0
1	 1:55	 2:0	 3:323887	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:15024	 12:0	 13:45	 14:0
1	 1:46	 2:0	 3:175622	 4:6	 5:11	 6:0	 7:0	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:30	 2:0	 3:229636	 4:3	 5:9	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:19
1	 1:21	 2:0	 3:388946	 4:1	 5:10	 6:3	 7:6	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:0	 3:269034	 4:1	 5:10	 6:0	 7:1	 8:2	 9:3	 10:1	 11:0	 12:0	 13:40	 14:23
1	 1:17	 2:0	 3:165361	 4:12	 5:6	 6:2	 7:0	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:75012	 4:3	 5:9	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:69	 2:2	 3:174379	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
1	 1:50	 2:0	 3:312477	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:72055	 4:1	 5:10	 6:2	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:45	 2:2	 3:67001	 4:1	 5:10	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:23	 2:0	 3:213734	 4:0	 5:13	 6:2	 7:4	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:24	 2:0	 3:83141	 4:1	 5:10	 6:3	 7:2	 8:3	 9:0	 10:1	 11:0	 12:1876	 13:40	 14:0
1	 1:44	 2:2	 3:223881	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:99999	 12:0	 13:50	 14:0
1	 1:31	 2:1	 3:113752	 4:1	 5:10	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:43	 2:0	 3:170482	 4:3	 5:9	 6:3	 7:7	 8:3	 9:0	 10:0	 11:0	 12:0	 13:44	 14:0
1	 1:20	 2:3	 3:244689	 4:2	 5:7	 6:2	 7:2	 8:1	 9:0	 10:0	 11:0	 12:0	 13:10	 14:0
1	 1:55	 2:0	 3:160631	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:56	 14:0
1	 1:24	 2:3	 3:228724	 4:1	 5:10	 6:2	 7:13	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:38434	 4:10	 5:14	 6:0	 7:0	 8:0	 9:0	 10:0	 11:7688	 12:0	 13:10	 14:0
1	 1:59	 2:0	 3:292946	 4:0	 5:13	 6:2	 7:4	 8:3	 9:0	 10:0	 11:0	 12:0	 13:25	 14:0
1	 1:49	 2:3	 3:77443	 4:8	 5:4	 6:2	 7:2	 8:3	 9:4	 10:1	 11:0	 12:0	 13:20	 14:0
1	 1:33	 2:0	 3:176410	 4:10	 5:14	 6:0	 7:5	 8:0	 9:0	 10:0	 11:5178	 12:0	 13:10	 14:0
1	 1:59	 2:3	 3:98984	 4:0	 5:13	 6:1	 7:8	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:34	 2:0	 3:198751	 4:10	 5:14	 6:2	 7:2	 8:3	 9:2	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:479296	 4:3	 5:9	 6:2	 7:6	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:25	 2:0	 3:235218	 4:0	 5:13	 6:2	 7:4	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:49	 2:0	 3:164877	 4:12	 5:6	 6:0	 7:9	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:59	 2:0	 3:272087	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:169699	 4:3	 5:9	 6:2	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:51	 2:0	 3:189762	 4:1	 5:10	 6:0	 7:0	 8:0	 9:0	 10:0	 11:0	 12:0	 13:18	 14:0
1	 1:33	 2:0	 3:202191	 4:1	 5:10	 6:2	 7:8	 8:5	 9:4	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:22	 2:0	 3:212261	 4:1	 5:10	 6:2	 7:10	 8:1	 9:4	 10:1	 11:0	 12:0	 13:39	 14:0
1	 1:58	 2:1	 3:301568	 4:7	 5:5	 6:4	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:52	 2:4	 3:155233	 4:3	 5:9	 6:4	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:28	 14:0
1	 1:36	 2:0	 3:75826	 4:12	 5:6	 6:3	 7:7	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:4	 3:201520	 4:3	 5:9	 6:0	 7:12	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:154236	 4:3	 5:9	 6:2	 7:10	 8:1	 9:0	 10:1	 11:2597	 12:0	 13:40	 14:0
1	 1:19	 2:0	 3:289227	 4:1	 5:10	 6:2	 7:6	 8:1	 9:4	 10:1	 11:0	 12:0	 13:16	 14:0
1	 1:18	 2:0	 3:217439	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:28	 14:0
1	 1:18	 2:0	 3:179020	 4:3	 5:9	 6:2	 7:7	 8:1	 9:0	 10:0	 11:0	 12:0	 13:48	 14:0
1	 1:28	 2:0	 3:149624	 4:1	 5:10	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:29	 2:0	 3:337266	 4:6	 5:11	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:30796	 4:3	 5:9	 6:2	 7:0	 8:1	 9:0	 10:0	 11:0	 12:0	 13:20	 14:0
1	 1:40	 2:0	 3:103541	 4:1	 5:10	 6:0	 7:6	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:26	 2:0	 3:206721	 4:3	 5:9	 6:2	 7:6	 8:5	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:0	 3:96773	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:23	 2:0	 3:200967	 4:2	 5:7	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:24	 14:0
1	 1:44	 2:0	 3:180019	 4:3	 5:9	 6:5	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:43	 2:0	 3:179866	 4:0	 5:13	 6:1	 7:3	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:31	 2:4	 3:198770	 4:0	 5:13	 6:1	 7:5	 8:5	 9:0	 10:0	 11:0	 12:0	 13:60	 14:0
1	 1:18	 2:0	 3:219256	 4:1	 5:10	 6:2	 7:3	 8:1	 9:0	 10:0	 11:0	 12:0	 13:25	 14:0
1	 1:19	 2:0	 3:248730	 4:1	 5:10	 6:2	 7:12	 8:1	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
1	 1:41	 2:0	 3:110732	 4:1	 5:10	 6:1	 7:0	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:181020	 4:3	 5:9	 6:1	 7:6	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:69	 2:0	 3:183791	 4:3	 5:9	 6:1	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:25	 14:0
1	 1:48	 2:3	 3:42972	 4:13	 5:16	 6:0	 7:5	 8:0	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:134813	 4:3	 5:9	 6:2	 7:5	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:27	 2:1	 3:115438	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:21
1	 1:41	 2:0	 3:239296	 4:10	 5:14	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:2415	 13:50	 14:0
1	 1:41	 2:0	 3:428420	 4:1	 5:10	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:24	 2:0	 3:247846	 4:3	 5:9	 6:2	 7:1	 8:5	 9:4	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:334105	 4:3	 5:9	 6:2	 7:0	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:42	 2:2	 3:100793	 4:13	 5:16	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:41	 14:0
1	 1:57	 2:0	 3:244478	 4:3	 5:9	 6:0	 7:1	 8:2	 9:4	 10:1	 11:0	 12:0	 13:48	 14:0
1	 1:30	 2:0	 3:142921	 4:5	 5:12	 6:2	 7:5	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:36	 2:0	 3:182863	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
1	 1:49	 2:0	 3:171128	 4:8	 5:4	 6:0	 7:7	 8:2	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:33	 2:0	 3:145402	 4:3	 5:9	 6:0	 7:7	 8:0	 9:0	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:23	 2:0	 3:306309	 4:12	 5:6	 6:0	 7:9	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:0	 3:83822	 4:10	 5:14	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:18	 2:0	 3:262118	 4:1	 5:10	 6:2	 7:8	 8:1	 9:1	 10:0	 11:0	 12:0	 13:22	 14:5
1	 1:40	 2:0	 3:155972	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:7688	 12:0	 13:55	 14:0
1	 1:43	 2:2	 3:214503	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:1887	 13:45	 14:0
1	 1:34	 2:0	 3:159303	 4:10	 5:14	 6:2	 7:5	 8:1	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:47	 2:1	 3:174995	 4:3	 5:9	 6:4	 7:4	 8:3	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:44	 2:0	 3:26669	 4:6	 5:11	 6:4	 7:4	 8:5	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:33	 2:0	 3:177727	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:55	 2:0	 3:124771	 4:0	 5:13	 6:0	 7:4	 8:2	 9:0	 10:1	 11:15024	 12:0	 13:50	 14:0
1	 1:19	 2:0	 3:456736	 4:3	 5:9	 6:2	 7:3	 8:3	 9:0	 10:1	 11:2907	 12:0	 13:30	 14:0
1	 1:28	 2:0	 3:216604	 4:1	 5:10	 6:2	 7:2	 8:3	 9:4	 10:1	 11:0	 12:0	 13:14	 14:0
1	 1:27	 2:0	 3:221561	 4:2	 5:7	 6:0	 7:2	 8:0	 9:4	 10:0	 11:0	 12:0	 13:32	 14:0
1	 1:50	 2:0	 3:114564	 4:8	 5:4	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:20	 14:0
1	 1:22	 2:0	 3:315476	 4:2	 5:7	 6:2	 7:1	 8:5	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:40	 2:5	 3:67874	 4:0	 5:13	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:1887	 13:45	 14:0
1	 1:25	 2:0	 3:126110	 4:1	 5:10	 6:2	 7:8	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:26	 2:4	 3:102264	 4:3	 5:9	 6:2	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:22	 2:0	 3:537222	 4:0	 5:13	 6:2	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:25	 14:0
1	 1:42	 2:0	 3:113732	 4:1	 5:10	 6:2	 7:6	 8:5	 9:4	 10:0	 11:0	 12:625	 13:40	 14:0
1	 1:38	 2:2	 3:93225	 4:0	 5:13	 6:1	 7:4	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:55	 2:0	 3:43064	 4:2	 5:7	 6:0	 7:2	 8:2	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
1	 1:32	 2:0	 3:136921	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:22	 2:0	 3:388885	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:29	 2:0	 3:142249	 4:0	 5:13	 6:2	 7:3	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:5	 3:56841	 4:10	 5:14	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:31	 2:0	 3:156493	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:58	 2:1	 3:159021	 4:13	 5:16	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:16	 14:0
1	 1:42	 2:0	 3:190910	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:18	 2:0	 3:41879	 4:3	 5:9	 6:2	 7:6	 8:5	 9:0	 10:1	 11:0	 12:0	 13:25	 14:0
1	 1:58	 2:4	 3:137249	 4:3	 5:9	 6:1	 7:4	 8:3	 9:0	 10:1	 11:0	 12:0	 13:33	 14:0
1	 1:54	 2:0	 3:236157	 4:3	 5:9	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:1887	 13:40	 14:0
1	 1:34	 2:0	 3:189759	 4:10	 5:14	 6:2	 7:5	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:26	 2:0	 3:239877	 4:0	 5:13	 6:2	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:61	 2:0	 3:21175	 4:9	 5:8	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
1	 1:48	 2:4	 3:67229	 4:10	 5:14	 6:3	 7:8	 8:5	 9:4	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:36	 2:0	 3:236391	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:24	 2:0	 3:325596	 4:6	 5:11	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:40	 2:0	 3:83411	 4:1	 5:10	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:37	 14:0
1	 1:33	 2:2	 3:154227	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:37	 2:0	 3:248010	 4:1	 5:10	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:1887	 13:40	 14:0
1	 1:34	 2:0	 3:198613	 4:10	 5:14	 6:2	 7:4	 8:1	 9:0	 10:1	 11:4650	 12:0	 13:40	 14:0
1	 1:56	 2:2	 3:321529	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:15024	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:168524	 4:3	 5:9	 6:0	 7:0	 8:1	 9:0	 10:0	 11:0	 12:0	 13:38	 14:0
1	 1:37	 2:0	 3:203079	 4:0	 5:13	 6:4	 7:4	 8:3	 9:0	 10:0	 11:0	 12:0	 13:55	 14:0
1	 1:44	 2:0	 3:284652	 4:3	 5:9	 6:1	 7:3	 8:5	 9:4	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:64	 2:0	 3:201368	 4:1	 5:10	 6:0	 7:0	 8:2	 9:0	 10:1	 11:0	 12:0	 13:8	 14:0
1	 1:54	 2:0	 3:59840	 4:3	 5:9	 6:1	 7:6	 8:3	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:23	 2:0	 3:52753	 4:3	 5:9	 6:2	 7:7	 8:3	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:34	 2:5	 3:513100	 4:0	 5:13	 6:5	 7:9	 8:3	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:22	 2:0	 3:199266	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:45	 14:0
